EC	A007	A008	A011	A016	A020	A024	A025	A033	A035	A036	A040	A042	A045	A052	A056	A060	A063	A002	A004	A006	A012	A014	A015	A018	A022	A026	A028	A030	A031	A032	A041	A044	A047	A050	A051	A057	A061	A062
Glutamate racemase (5.1.1.3)	0.00152073	0.00147339	0.00162577	0.00174701	0.00169335	0.00181913	0.00176694	0.00219482	0.00210746	0.00157006	0.0015913	0.00177255	0.00306554	0.0027787	0.00164276	0.00163446	0.002573	0.00299541	0.0034321	0.00200176	0.00184261	0.00191596	0.00346418	0.00183589	0.00172291	0.00182328	0.00221736	0.00147712	0.00192887	0.00270224	0.00164941	0.00221618	0.0016507	0.0018089	0.00193638	0.00166916	0.00140452	0.00189238
Diaminopimelate epimerase (5.1.1.7)	0.00131509	0.00208486	0.00122736	0.00141574	0.00122276	0.00151035	0.00160042	0.00157876	0.00205578	0.00204633	0.00127478	0.00127636	0.00219965	0.0024751	0.00169563	0.00146708	0.00185837	0.00234358	0.00217156	0.00219397	0.00153604	0.00168986	0.00279257	0.00181428	0.00162485	0.0017208	0.00179983	0.00168294	0.00172641	0.00201259	0.00150148	0.00163312	0.00144441	0.0016186	0.00224805	0.00147802	0.00149592	0.00178472
3-hydroxybutyryl-CoA epimerase (5.1.2.3)	7.37023e-05	3.60354e-05	5.73353e-05	0.000179712	0.000139215	0	0	0	0	0.000262535	0.000251481	0	1.78041e-05	0	4.76998e-05	7.51305e-05	0	0	0	0	0	0	0	0	0	1.60878e-05	0	5.47334e-05	0	0	0	5.45964e-05	0	0	0	0	0.000105896	0
Ribulose-phosphate 3-epimerase (5.1.3.1)	0.00185991	0.00197702	0.00161975	0.00170083	0.00145294	0.00178126	0.00216739	0.00165069	0.00195937	0.0019168	0.00157328	0.00182764	0.00231932	0.00191349	0.00158591	0.00163872	0.002106	0.0022988	0.00199182	0.00250501	0.00186741	0.0018661	0.00231629	0.00185553	0.00203529	0.00191455	0.0023605	0.00205259	0.00212931	0.00197071	0.00164897	0.00178961	0.00160297	0.00179792	0.0028099	0.00205211	0.00171975	0.00228236
Cellobiose epimerase (5.1.3.11)	0.00126043	0.000224756	5.29928e-05	0.00145376	0.000399388	0.00182286	0.00116274	0.0022335	9.59059e-05	0.000656946	0.000379604	0.00125577	0.00141306	0.00153185	0.00105531	0.00121003	0.0015352	0.00191216	0.00192873	0.000295856	0.00149367	0.000566449	0.00234529	0.000656372	0.00102829	0.000859991	0.00210549	0.000209837	0.00104032	0.00184587	0.000514974	0.000647445	0.00180175	0.00122063	0.000863567	0.00152707	0.000505362	0.000246753
dTDP-4-dehydrorhamnose 3,5-epimerase (5.1.3.13)	0.00136571	0.00172746	0.00105184	0.002529	0.0016303	0.00202676	0.00216562	0.00204711	0.00247616	0.0017561	0.00141062	0.00346998	0.00440747	0.00631734	0.00321229	0.00271913	0.00596859	0.00519187	0.0101451	0.00218121	0.00175407	0.00218472	0.0144796	0.00338322	0.00290232	0.0019718	0.00449749	0.00222634	0.00234243	0.0111742	0.00383713	0.00442951	0.00212595	0.00272046	0.00269504	0.00253823	0.000929015	0.00248814
UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing) (5.1.3.14)	0.0015052	0.000863694	0.00104213	0.00129392	0.00127709	0.002008	0.00125536	0.0017379	0.000925769	0.000853198	0.00101961	0.00205032	0.00139992	0.000733959	0.000582189	0.00171536	0.000548992	0.00029851	0.00152874	0.000489401	0.00199861	0.00126261	0.000215734	0.00115105	0.00187475	0.00196928	0.00109754	0.00196635	0.00133313	0.000523743	0.00119177	0.00100092	0.00169998	0.0018918	0.00102436	0.00221478	0.00104185	0.00077112
Glucose-6-phosphate 1-epimerase (5.1.3.15)	0.000138948	0.000129132	0.000130068	6.75617e-05	0.000130066	0	4.03626e-05	0	7.17432e-05	8.42446e-05	0.000381335	0	0	0	3.87778e-05	4.04153e-05	0	0	5.36266e-05	2.78047e-05	0	0	0	0	0	0.000120534	0	9.36139e-05	0	0	0	3.79518e-05	1.08836e-05	0	0	0	0.000365955	0
UDP-glucose 4-epimerase (5.1.3.2)	0.00117396	0.00186151	0.00202711	0.00194571	0.00157672	0.00115739	0.00158428	0.00176627	0.00142435	0.00173285	0.0016722	0.00239684	0.000549295	0.000663584	0.00115827	0.0018467	0.00116453	0.000284849	0.000312778	0.00048915	0.00264075	0.00231679	0.000189639	0.00262506	0.00153787	0.00116324	0.000735071	0.00144693	0.00190604	0.000650453	0.000919597	0.0016281	0.00221731	0.00261857	0.00116133	0.00297692	0.00140642	0.00160979
ADP-glyceromanno-heptose 6-epimerase (5.1.3.20)	0.000377206	0.000565811	0.000271655	0.000190735	0.000504407	0.000259132	9.96136e-05	3.72856e-05	0.000235693	0.00045991	0.000755927	2.92282e-05	0.000201786	8.61742e-05	0.000123922	0.000165529	0	0.00032419	7.96117e-05	4.17708e-05	5.45354e-05	5.29893e-05	0	5.85573e-05	3.71832e-05	0.000111711	0.000110009	0.000574797	3.73905e-05	1.57008e-05	2.4843e-05	0.000145055	2.40821e-05	0.000152964	7.95914e-05	8.65917e-05	0.000670875	0.00010986
L-ribulose-5-phosphate 3-epimerase (5.1.3.22)	0.000295409	0.00016769	0.000461282	0.000203628	0.000420749	0	1.83083e-05	0	0.000138661	0.000154645	0.0009768	0	5.99311e-05	0	0.000146857	0.000116394	0	0	0	0	0	0	0	0	0	0.000107031	0	0.000336127	6.62118e-05	0	8.09958e-06	0.000131197	1.32808e-05	0	0	0	0.00066229	2.52106e-05
UDP-2,3-diacetamido-2,3-dideoxyglucuronic acid 2-epimerase (5.1.3.23)	4.72136e-05	2.21478e-05	2.22438e-05	0.000339255	0	0	2.39981e-05	3.93287e-05	4.90026e-05	0	0	0.000175321	0	1.15326e-05	0	0.000189095	2.93855e-05	0	0	0	0.000118051	8.73246e-05	0	0.000102421	2.32684e-05	1.92359e-05	3.66066e-05	0	5.8953e-05	0	0.000119247	0.000134986	0	0.000215173	0	7.68816e-05	0	0
N-acetylneuraminate epimerase (5.1.3.24)	0.000412387	0.000117644	0.00114822	0.000236636	0.000687798	0.000292074	0.000424573	0.000328869	0.000484687	5.7239e-05	0.000327294	0.000438455	0.000141416	0.000277135	2.56416e-05	0.000436753	0.000314593	3.18116e-05	5.23003e-05	0.000123274	0.000800336	0.00093088	0	0.000680444	0.0013288	0.000485075	0.000547557	0.000366814	0.000441294	0.000269276	0.000339322	0.000750227	0.000540194	0.000668858	0.000201914	0.000326676	0.000209732	0.00087526
L-fucose mutarotase (5.1.3.29)	9.18497e-05	2.73788e-05	0.000110176	7.05324e-05	8.037e-05	0	1.92401e-05	0	1.97555e-05	0.000122284	0.000250741	0	3.04973e-05	0	3.41557e-05	4.4222e-05	0	0	4.25139e-05	0	0	0	0	0	0	3.08161e-05	1.43602e-05	0.000147645	0	0	0	5.97736e-05	0	0	0	0	0.000210575	0
Aldose 1-epimerase (5.1.3.3)	0.00462727	0.00185454	0.00476524	0.00416889	0.0039272	0.00516059	0.00377646	0.00457627	0.00424904	0.00218984	0.00134123	0.00504164	0.00245942	0.00259855	0.00483569	0.00538438	0.00335653	0.0018759	0.00224151	0.00280287	0.00558617	0.00528125	0.00147689	0.00517287	0.00597075	0.00424689	0.0059394	0.00309602	0.00376903	0.00263156	0.00607914	0.00363102	0.00555721	0.00556626	0.00352125	0.00416486	0.00215439	0.00543417
L-rhamnose mutarotase (5.1.3.32)	0.00054388	0.000169984	0.00138606	0.00100674	0.00125255	0.000902148	0.000565701	0.000444337	0.000557369	0.000286256	0.000402781	0.00144004	0.000778995	0.000323186	0.0021502	0.00122117	0.00045362	0.00245657	0.00217623	0.000202546	0.00103337	0.00121832	0.000197647	0.0014317	0.00122739	0.000575875	0.00076912	0.000390254	0.000742828	0.000296087	0.00145349	0.000826894	0.000705422	0.00101006	0.000571428	0.000513157	0.000157615	0.00115083
L-ribulose-5-phosphate 4-epimerase (5.1.3.4)	0.00122233	0.000997811	0.00172221	0.000989886	0.00143543	0.000718543	0.00112394	0.000790721	0.00101148	0.000885789	0.00156416	0.00113863	0.0016128	0.00165588	0.00111944	0.00116455	0.00140426	0.0023162	0.00219763	0.000291999	0.00127408	0.00145023	0.001846	0.00130485	0.0012722	0.00101306	0.000908649	0.00102317	0.00105154	0.00185855	0.00141998	0.00141194	0.00108632	0.00080647	0.000796327	0.000800964	0.00147943	0.00176079
N-acylglucosamine 2-epimerase (5.1.3.8)	0	0.000357643	0	0.000181805	3.01568e-05	0	1.30432e-05	0.000167636	0.000422615	6.65334e-05	0	0.000160366	2.91994e-05	5.71079e-05	0.000469263	0.000223044	5.37069e-05	5.81838e-05	1.84681e-05	0	3.30765e-05	1.51716e-05	0	0.000119325	4.4367e-05	0.000109825	1.84096e-05	0.000317316	8.98213e-05	0.000160584	0.000119435	0.000131537	5.77109e-05	0.000277672	0.000397095	9.02333e-05	7.75771e-05	1.76674e-05
N-acylglucosamine-6-phosphate 2-epimerase (5.1.3.9)	0.000302141	0.00021797	0.000179756	0.000125017	6.1208e-05	0	0.000231472	7.01868e-05	0.000400774	0.000462817	0.000545733	8.43628e-05	4.19837e-05	4.58798e-05	3.59867e-05	7.47542e-05	3.93043e-05	4.3296e-05	5.82145e-05	2.87411e-05	5.68686e-05	0.000132006	1.65486e-05	0.000181021	0.000121417	6.72088e-05	0.000122439	0.000310886	9.97485e-05	9.50389e-05	2.19285e-05	0.000194539	1.32272e-05	7.25515e-05	0.000203562	0.000108144	0.00034802	2.32822e-05
Methylmalonyl-CoA epimerase (5.1.99.1)	7.53994e-05	5.91066e-05	0	3.80938e-05	2.95556e-05	5.81141e-05	0.000108708	2.17822e-05	0	0.00016508	7.84753e-06	7.87241e-05	0.000131333	4.35119e-05	0.000371136	0	0.000115932	4.39708e-05	5.67206e-05	4.59992e-05	4.9415e-05	0.000104364	1.71562e-05	5.87735e-05	0.000211887	0.000157187	0.000295003	0.000165335	0.000122761	6.58517e-05	0	8.22974e-05	1.37385e-05	0.000238952	6.18178e-05	0.000225035	5.58483e-05	0
NAD(P)H-hydrate epimerase (5.1.99.6)	0.001105	0.00149753	0.00109266	0.00116824	0.00102079	0.00138628	0.001306	0.00164091	0.00172973	0.00106302	0.000552759	0.00118548	0.00094548	0.000540238	0.00125293	0.00107845	0.000713135	0.000450052	0.000211046	0.00153016	0.00132711	0.00131744	0.000456174	0.00124989	0.00126746	0.00131864	0.00191396	0.00125172	0.0012964	0.000511973	0.00109463	0.0009662	0.00120182	0.00123626	0.00130841	0.00112836	0.000945034	0.00146181
Peptidylprolyl isomerase (5.2.1.8)	0.0121327	0.0102004	0.0109291	0.0121191	0.0117969	0.0131327	0.0116775	0.013756	0.0120638	0.0084196	0.00924912	0.0117244	0.0117187	0.00902371	0.0132311	0.0116348	0.0107917	0.00839672	0.010576	0.0147319	0.0123826	0.0121333	0.00847604	0.0122097	0.0122948	0.0122432	0.0140954	0.0126469	0.0125475	0.00867456	0.012107	0.0109626	0.0121639	0.0126478	0.0141677	0.0121914	0.00899654	0.0111646
Triose-phosphate isomerase (5.3.1.1)	0.00159136	0.00250103	0.00158281	0.0016449	0.00147079	0.00171281	0.00198211	0.00221568	0.00240805	0.0018145	0.00149737	0.00165644	0.00221207	0.00188189	0.00198934	0.00152252	0.0018727	0.00184496	0.00167387	0.00337079	0.00175328	0.00183912	0.00187837	0.00182218	0.00190362	0.00198056	0.00251451	0.00188103	0.00195449	0.00183357	0.00159157	0.00172058	0.0017837	0.00173896	0.00270128	0.00196202	0.00158522	0.00192825
Glucuronate isomerase (5.3.1.12)	0.00122568	0.000625243	0.00115795	0.00116111	0.00117975	0.00127174	0.00108042	0.00133065	0.00103085	0.00153127	0.000867492	0.00124021	0.00158528	0.00146067	0.00136657	0.00120307	0.00138783	0.00135323	0.00142997	0.00160434	0.00130734	0.00124056	0.00143721	0.0010505	0.00122235	0.00103475	0.00200311	0.000985475	0.00117006	0.00143028	0.00126969	0.000998698	0.0012775	0.00107813	0.00114386	0.00138466	0.000932636	0.00116897
Arabinose-5-phosphate isomerase (5.3.1.13)	0.000362064	0.000154745	0.000275614	0.000236881	0.000485294	0.000186673	4.73562e-05	0	0	0.000352306	0.00160217	0	0.00127387	0.00122591	0.000185168	0.000241116	0.000772981	0.00150003	0.00166933	0.00104489	0	0	0.00165802	0	2.09204e-05	8.40322e-05	0	0.000417331	3.13314e-05	0.00123358	0	0.000555478	0	0	1.97605e-05	3.10257e-05	0.000640776	0
L-rhamnose isomerase (5.3.1.14)	0.00128376	0.000529048	0.0015738	0.000882827	0.00147059	0.00116578	0.00123799	0.00107371	0.000994665	0.00059691	0.0012013	0.00138135	0.00191137	0.00264032	0.00152555	0.000931241	0.000512042	0.00220835	0.00226288	0.000358104	0.00121952	0.00146815	0.000409977	0.00132077	0.00134317	0.000992806	0.00156339	0.00118136	0.000882729	0.00175918	0.00148958	0.00184146	0.00087927	0.00107013	0.000966471	0.000974033	0.000690855	0.000853571
isomerase (5.3.1.16)	0.00114692	0.000862933	0.00115985	0.00108248	0.00118294	0.00149702	0.00116848	0.00150919	0.0013716	0.000635673	0.000942303	0.00121184	0.00202809	0.00183402	0.00163904	0.00131561	0.00172001	0.00209525	0.00189533	0.00119292	0.0012733	0.0012933	0.00200473	0.00123906	0.00118615	0.00109306	0.00204115	0.00122732	0.00133115	0.00206648	0.00131149	0.00140013	0.00121096	0.00135788	0.000998449	0.00137664	0.00112278	0.00134932
5-dehydro-4-deoxy-D-glucuronate isomerase (5.3.1.17)	0.00271535	0.000550324	0.00278568	0.00233733	0.00258614	0.00309025	0.0023129	0.00324418	0.00176674	0.0010721	0.00111656	0.00257449	0.00307049	0.0029262	0.0023829	0.00267563	0.00257704	0.00269327	0.00270013	0.00224532	0.00341635	0.0027249	0.00282398	0.00226133	0.00240243	0.00197451	0.00263673	0.00161401	0.00272978	0.00276593	0.00275927	0.00256105	0.00328901	0.00254409	0.00109622	0.00238037	0.000838019	0.00220142
Hydroxypyruvate isomerase (5.3.1.22)	0.000242	0.000110266	0.000245935	5.32724e-05	0.000213237	1.53999e-05	5.83657e-05	0	1.75626e-05	0.000772596	0.000775165	3.68153e-05	3.14509e-05	1.81646e-05	0.000122915	9.18159e-05	4.52574e-05	0	0	0	3.2506e-05	6.08023e-05	0	0	0.000206021	9.91411e-05	4.09093e-05	0.000391814	3.98057e-05	3.02573e-05	0	0.000213204	0	0	0	4.28118e-05	0.000578674	2.39847e-05
S-methyl-5-thioribose-1-phosphate isomerase (5.3.1.23)	7.25985e-05	0.000131611	0	0.000102252	8.69209e-05	6.85381e-05	0.00013014	8.30971e-05	0.000474113	0.000924426	2.61363e-05	2.50595e-05	9.32485e-05	0.000148655	0.000508427	3.10301e-05	0.000157884	1.65278e-05	1.76694e-05	8.16654e-05	7.65386e-05	0.00016385	6.50172e-05	0.000175297	0.000252831	0.000215708	0.000169665	0.000319685	8.69358e-05	9.57251e-05	3.62251e-05	0.000111753	0.000128844	0.000163793	0.000254292	0.000211631	0	2.14598e-05
Phosphoribosylanthranilate isomerase (5.3.1.24)	0.0011469	0.000969231	0.00098532	0.0011974	0.00108673	0.00130681	0.00115286	0.00129939	0.00147955	0.000994574	0.000958045	0.0011366	0.00211732	0.00195858	0.0015204	0.00113952	0.00164923	0.00233539	0.00235656	0.00180484	0.0011656	0.00134308	0.00224552	0.00108764	0.00118458	0.00112829	0.00192374	0.00103339	0.0012829	0.00214107	0.00131062	0.001313	0.00123603	0.000997052	0.000921029	0.00101538	0.000738906	0.00144375
L-fucose isomerase (5.3.1.25)	0.00226444	0.000890079	0.00130117	0.00116729	0.00121855	0.0018153	0.0010521	0.00139611	0.000856183	0.00105003	0.000500629	0.000968918	0.000352997	0.000545787	0.000760101	0.00170213	0.000698388	0.000232732	0.000174079	0.00159636	0.00200676	0.00105033	0.000402183	0.00123421	0.00100076	0.00127973	0.00119978	0.000957843	0.00134461	0.00023877	0.00129405	0.000934051	0.00187714	0.00147607	0.000828604	0.00146535	0.000742029	0.000902037
D-sedoheptulose 7-phosphate isomerase (5.3.1.28)	0.000643129	0.000651665	0.000328413	0.000570109	0.000290174	0.000645423	0.000204281	0.000228413	0.000319639	0.000481546	0.000736684	9.53335e-06	0.000206291	0.000105205	0.000198672	0.000389433	6.75309e-05	0.000271042	8.77612e-05	0.000104891	0.000319655	7.19691e-05	8.54606e-05	0.000105784	6.18711e-05	0.000333151	0.00024925	0.000846347	0.000134	9.24826e-05	9.23612e-05	0.000191267	0.000407512	0.000274446	0.000102116	0.000384087	0.000521707	0
L-arabinose isomerase (5.3.1.4)	0.00107144	0.00101598	0.0011882	0.00127353	0.00115206	0.00122578	0.00120245	0.000806697	0.00121645	0.0018171	0.00107195	0.00142565	0.00156397	0.00153416	0.00136466	0.00115418	0.00162677	0.00185594	0.00175876	0.00144742	0.00162597	0.00138899	0.0017395	0.00131503	0.00125439	0.001465	0.00178263	0.000869197	0.00118851	0.00154914	0.00134282	0.00125516	0.00134897	0.000953839	0.00102795	0.00106371	0.000953012	0.00135284
Xylose isomerase (5.3.1.5)	0.00100347	0.000723754	0.00130574	0.000932075	0.00131213	0.000915319	0.000672234	0.000973536	0.000859131	0.000412645	0.000881725	0.00110004	0.000278474	0.00039765	0.00132522	0.00125647	0.000553187	0.000130063	0.00020342	0.000450044	0.00120272	0.00102124	1.73082e-05	0.00106941	0.00128129	0.000889966	0.00168259	0.000964157	0.0008661	0.000329169	0.00120526	0.000842893	0.000946004	0.00113513	0.000720439	0.00104262	0.0010777	0.000895046
Ribose-5-phosphate isomerase (5.3.1.6)	0.00111223	0.001282	0.000866293	0.00134918	0.00104832	0.00123851	0.00097288	0.00080159	0.000640626	0.00102424	0.00153074	0.000979573	0.00160774	0.00157909	0.0014706	0.000950992	0.00143443	0.00212481	0.00186162	0.00157391	0.000981357	0.00084098	0.00214039	0.00108396	0.000734884	0.00125906	0.000447747	0.000839185	0.000919302	0.00171998	0.00103992	0.00132635	0.000859166	0.000946839	0.00089425	0.00110953	0.00133592	0.000658669
Mannose-6-phosphate isomerase (5.3.1.8)	0.000979335	0.000289803	0.00080904	0.000627765	0.000439238	0.00108384	0.000756068	0.000694347	0.000462017	0.000927572	0.000767254	0.000477328	0.000155777	0.000247205	0.000107248	0.000563178	0.000304886	7.46196e-05	0.000105924	0.00050417	0.00121586	0.000587645	6.32895e-05	0.000532862	0.00094698	0.000733604	0.000135864	0.000235966	0.000679817	0.000179004	0.000483199	0.000525179	0.00114841	0.00174456	0.00044605	0.00115564	0.000813186	0.000361496
Glucose-6-phosphate isomerase (5.3.1.9)	0.00162816	0.00224697	0.00146991	0.00168891	0.00166575	0.00159001	0.00203919	0.00186445	0.00222159	0.00218693	0.00191576	0.00146474	0.00187876	0.00151031	0.00174488	0.00150345	0.0018832	0.00184404	0.0016437	0.00326735	0.00148182	0.00174125	0.00162072	0.00166818	0.00169837	0.00198652	0.00193087	0.00203258	0.00194101	0.0015802	0.00134302	0.00161699	0.00173606	0.00162981	0.00248424	0.00208953	0.00198314	0.00207895
Trans-2-decenoyl-[acyl-carrier-protein] isomerase (5.3.3.14)	9.11648e-05	4.28672e-05	6.79667e-05	5.74853e-05	3.81808e-05	0.000129418	9.51587e-06	0	0	0.000203698	0.000259834	0	1.16919e-05	0	0	0	0	7.37744e-05	6.09874e-05	4.18224e-05	0	0	0	0	0	0	0	8.56255e-05	0	0	0	1.27431e-05	0	0	4.55065e-05	0	0.000104444	0
Isopentenyl-diphosphate Delta-isomerase (5.3.3.2)	0.000325199	0.000543334	0.000307815	0.000655355	0.000727246	0.000335577	0.000228155	0.000156796	0.000106167	0.000274025	0.000630598	0.000610478	0.000152169	3.62289e-05	0.000286628	0.000379582	2.71082e-05	1.55976e-05	6.7262e-05	4.99214e-05	0.000202443	0.000312005	0	0.000313826	0.000284379	0.000247922	0.000212138	0.000271929	0.000176605	0.000105766	0.000852501	0.00043342	0.000164586	0.000366052	8.50234e-05	0.000236895	0.000468742	0.00016826
Transferred entry 5.4.2.11 and 5.4.2.12 (5.4.2.1)	1.77092e-05	0.000175064	2.83036e-05	7.4633e-05	0	0	3.21067e-05	2.55611e-05	0.000105872	0.000763181	0.000118584	1.18626e-05	1.03503e-05	1.05271e-05	0.000144112	0	0	0	0	1.92743e-05	4.12234e-05	8.07952e-05	0	0.000100021	7.98225e-05	3.71145e-05	0	2.1875e-05	6.85355e-05	0	0	8.94815e-06	1.07054e-05	0	0.000178448	4.44418e-05	1.43679e-05	0.000173548
Phosphoglucosamine mutase (5.4.2.10)	0.000757025	0.00183657	0.000470205	0.00106541	0.000603735	0.000346235	0.0016756	0.000474332	0.00101178	0.00207986	0.00121504	0.000635988	0.000340985	0.000162729	0.00102956	0.000437355	0.00059171	0.000531478	0.000259008	0.000493076	0.000204788	0.000454878	0.000388795	0.000589825	0.000568187	0.00123648	0.000230387	0.000905702	0.000896061	0.000213548	0.000365327	0.000425298	0.000321933	0.000366745	0.00179799	0.00109076	0.00204395	0.00125094
Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent) (5.4.2.11)	0.00188959	0.00137571	0.00243422	0.00153832	0.00190257	0.00199106	0.00191907	0.00187433	0.00224649	0.0003972	0.000774118	0.00223537	0.000615407	0.000890163	0.00133105	0.00131036	0.00126674	0.000195721	0.00028825	0.0015311	0.00271683	0.0023537	0.000136339	0.00197118	0.00276997	0.00209847	0.0015148	0.00248202	0.00215173	0.00066807	0.00313938	0.0018205	0.00253049	0.00239488	0.000650933	0.00182456	0.00133279	0.00174466
Phosphoglycerate mutase (2,3-diphosphoglycerate-independent) (5.4.2.12)	0.00145153	0.00181777	0.00154763	0.0015842	0.00156807	0.00180159	0.0018948	0.00219979	0.00184783	0.00153117	0.00111584	0.00173679	0.00239151	0.00216753	0.00159598	0.00165868	0.00208813	0.00229398	0.00228242	0.00246331	0.00188944	0.00187942	0.00230896	0.00182822	0.00190979	0.00199218	0.00220808	0.00181138	0.00195095	0.0020995	0.00183018	0.00195497	0.00176534	0.00173635	0.00279558	0.00222223	0.00124142	0.00189689
Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent) (5.4.2.2)	0.000552304	0.00110774	0.000266867	0.000943765	0.000723134	0.000384339	0.000851594	0.000429544	0.00030063	0.00102888	0.00126468	0.000682335	0.00123552	0.00162091	0.00128178	0.000587306	0.000862465	0.00181424	0.00178206	0.000123329	0.000179722	0.000350829	0.00143806	0.000521245	0.000233319	0.00039683	0.000182991	0.000730066	0.0004604	0.00159105	0.0008114	0.000732629	0.000382113	0.000292801	0.000592427	0.000380532	0.00102252	0.000791267
Beta-phosphoglucomutase (5.4.2.6)	0.00044261	0.000276658	0.000184537	0.000568221	0.000410651	0.000399518	0.000229061	0.000321807	0.000275768	0.000628094	7.76036e-05	0.000607316	3.42061e-05	5.1456e-05	0.000876525	0.000614268	0.000111726	5.31812e-05	8.01348e-05	3.45088e-05	0.000296292	0.000341889	0	0.000192229	0.000183256	0.000351645	0.000160289	0.000219805	0.000312123	4.46254e-05	0.000689872	0.00018044	0.000508859	0.000438434	5.95333e-05	0.000526745	0.000251572	0.000109472
Phosphopentomutase (5.4.2.7)	0.000368206	0.00100288	0.000228625	0.000439957	0.000278108	4.08014e-05	0.000721901	0.000186371	0.000478732	0.00149173	0.000816944	0.000174506	0.000186752	9.1373e-05	0.000146695	0.000231785	0.000212926	0.00016803	4.5567e-05	0.000137814	8.27298e-05	0.000311378	8.8562e-05	0.000300812	0.000186619	0.000533526	0.000129333	0.000374846	0.000420661	0.000110637	2.13334e-05	0.000331381	0.000157407	0.00011854	0.000656856	0.00037032	0.000774341	0.00054673
Phosphomannomutase (5.4.2.8)	0.000170681	0.000310137	8.54389e-05	0.000305317	0.000420724	3.92383e-05	0.000395467	0.00017419	0.000160645	0.000639645	0.000789214	0.000210298	2.07588e-05	1.21964e-05	0.000923469	0.000332642	7.87782e-05	8.23657e-05	9.01169e-05	6.44161e-05	9.39002e-05	0.000187848	7.06976e-05	0.000316929	0.000230542	0.000225829	5.58103e-05	0.000295278	0.000100604	7.72079e-05	0.000298108	5.05818e-05	0.000114733	4.50709e-05	0.000396847	0.000310093	0.000474309	0.000144565
Phosphoenolpyruvate mutase (5.4.2.9)	2.19053e-05	1.49885e-05	0	0	0	0	0.000197945	0.000243657	0	0	0	0.000120577	0.000157524	0.000138911	0	0.000458404	0	0	8.82181e-05	6.66097e-05	0.000431848	8.55304e-05	0	6.04675e-05	1.75502e-05	0.000485053	0	0.000104265	0	0	6.31256e-05	3.54123e-05	0.000386188	4.5323e-05	0.000113057	0.000367897	8.69031e-05	0
