	D605	D606	D607	D611	D612	D614	D616	D618	D619	D621	D624	D627	D629	D631	D632	D633	D636	D640	D641	D645	D646	D648	D678	D679	D680	D681	D683	D684	D685	D686	D687	C487	C488	C491	C492	NC01	NC02	NC03	NC04	NC05	NC06	NC07	NC08	NC09	NC10	NC12	NC13	NC14	B202	B204	B206	B207	B209	B211	B212	B223	B224	B226	B228	B230	B231	B232	B235	B236	B237	B238	B319	B320	B321	B322	B323
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)	0.0010204	0.00157711	0.00028183	0.00155835	0.000752881	0.00131932	0.000743721	0.0018006	0.0010383	0.000811232	0.00241397	0.00200301	0.000272568	0.00128708	0.000718887	0.00037505	0.00166768	0.000907025	0.00126865	0.00134676	0.00174959	0.000140665	0.000604294	0.000257203	0.00179554	0.000473426	0.000163607	0.00113483	0.000681393	0.00171343	0.000952978	0.00092302	0.00142482	0.00175736	0.00125427	0.00219093	0.00116489	0.00140522	0.000674267	0.0015537	0.00142329	0.0022908	0.00280963	0.00200448	0.00222218	0.00184909	0.00292894	0.00158472	0.00051625	0.000357378	0.000639115	0.000411352	0.000336772	0.00151989	0.000136511	0.000686139	0.000572069	0.000327118	0.000341728	0.000201233	0.000864294	0.00101719	0.00143976	0.000602356	0.000389621	0.00020742	0.000515715	0.000288071	0.00217607	0.000355749	8.37755e-05
PWY66-389: phytol degradation	1.07111e-05	8.81621e-05	5.60713e-05	0.00117099	2.05431e-05	6.38212e-05	0.000390743	0.000128317	0.00102332	0.000265087	0.000520387	0.00215433	1.05421e-06	0.000300569	3.13391e-05	0.000233132	0.00102645	0.000265623	0.000280545	0.000124933	0.000672574	7.59715e-05	4.23799e-05	6.0588e-05	0.000843972	1.52466e-06	5.22148e-05	0.000147541	1.13717e-05	0.000120668	0.000343063	0.00081075	0.000456177	0.000730134	5.39443e-05	0.00023724	0.000148349	0.000647699	0.000192222	7.43397e-05	0.00011115	0.00142124	0.00244683	0.000283293	0.00191493	0.000112921	0.000235672	0.000560836	1.25886e-05	7.78779e-07	5.92118e-05	7.23353e-07	1.63145e-05	0.000149417	5.08398e-06	2.37757e-06	8.83955e-05	0.000550913	4.2655e-05	9.79492e-05	0.000200055	0.000679427	0.000572488	1.36924e-05	2.91661e-05	3.68372e-05	2.79262e-05	3.03894e-05	0.000608038	5.47181e-05	6.20317e-06
PWY66-391: fatty acid &beta;-oxidation VI (mammalian peroxisome)	0.000112502	0.0	0.000161373	6.40931e-06	3.9861e-05	0.0	0.0	0.000231494	0.000408433	0.0	0.0	0.0	0.000171521	0.000611354	0.000497931	0.0	5.96346e-05	0.0	0.0	0.00027737	0.000598178	7.74384e-05	0.000163295	0.000184124	2.00393e-05	0.00036085	0.000122465	0.000311119	0.000839467	0.000182562	0.000563135	0.000541734	1.8158e-05	0.000506633	0.000103454	3.10802e-05	4.58023e-05	0.0	0.000104178	0.0	0.00114024	3.15833e-05	2.4523e-05	6.5225e-05	0.000162555	0.00146495	0.0	0.000464651	0.000246963	0.000152258	0.000447	0.000142978	6.48326e-05	0.00138842	0.000253669	0.000157104	0.000104372	0.000279148	0.000110906	0.000132076	0.000298267	0.000346216	7.32345e-05	8.41743e-05	0.000288178	0.00011407	0.000305292	7.23255e-05	0.00115926	9.16755e-05	5.85985e-05
PWY66-399: gluconeogenesis III	0.000241414	0.0	0.000701712	0.0	0.000862694	0.0	6.41253e-05	0.000359753	0.000339455	0.00145803	0.000810506	0.00135481	0.000272671	0.00134803	0.000368462	0.00109663	0.0	5.39853e-05	0.0	0.000893806	0.00049863	0.000168496	0.00281656	0.000474015	4.4474e-05	0.00211606	0.000779935	0.00117904	0.00177558	0.000353932	0.000900928	0.000924578	0.000550041	0.0020394	0.00174828	0.000302104	0.00276076	0.00250309	0.00191563	0.000680916	0.00277778	0.000819326	0.000169556	0.00119133	0.00049868	0.0025603	0.000246115	0.000547713	0.0014436	0.00184567	0.0011508	0.000435072	8.10931e-05	0.00249502	0.000235246	0.00291408	0.00214468	0.000408536	0.00319012	0.00169005	0.000236208	0.000437616	0.00110187	0.000534182	0.00200386	0.00143891	0.000652569	0.00310163	0.00123569	0.000814638	0.00149468
PWY66-409: superpathway of purine nucleotide salvage	0.00219405	0.001912	0.000498846	0.00324176	0.00227153	0.00304792	0.00133055	0.00235724	0.00245835	0.00118277	0.00310708	0.00401684	0.00112667	0.00250818	0.0032741	0.00341144	0.00266864	0.00260898	0.00291397	0.00229959	0.00312997	0.0023941	0.000813131	0.00262086	0.00351789	0.00119706	0.00261121	0.0016939	0.00300466	0.00171402	0.00370961	0.00212422	0.00303447	0.00272688	0.00277275	0.00297406	0.00233181	0.00350168	0.00138151	0.00337184	0.00241561	0.00290445	0.00290908	0.00334699	0.00396055	0.00265532	0.00370368	0.00288607	0.00252958	0.000698111	0.00159667	0.000484553	0.0015664	0.00325288	0.00222031	0.00132642	0.00073629	0.00130559	0.000988496	0.000570856	0.00225029	0.00268429	0.00276948	0.00147824	0.00122303	0.00024702	0.00104555	0.000463126	0.00304826	0.00105557	0.000681122
PWY66-429: fatty acid biosynthesis initiation (mitochondria)	0.00901909	0.00949639	0.0110089	0.00579217	0.0085391	0.00646605	0.0102022	0.011424	0.00782086	0.00897164	0.00520976	0.00686236	0.0140363	0.0094227	0.0109119	0.0130269	0.0114449	0.00750987	0.00844198	0.00819135	0.0073485	0.0109909	0.010176	0.0168916	0.0103717	0.0116063	0.0118171	0.00943211	0.00915374	0.0108515	0.0104387	0.0105314	0.00590566	0.00644822	0.0113961	0.00555546	0.0101469	0.00788233	0.0108295	0.00713887	0.00709903	0.00604016	0.00548504	0.00672175	0.00584459	0.00877978	0.00422446	0.00589047	0.0102864	0.0109214	0.011061	0.00874706	0.0119664	0.00914161	0.00774996	0.00757151	0.00698896	0.0121773	0.00946056	0.00998891	0.0105631	0.00985019	0.00724914	0.0110177	0.0106482	0.0130641	0.0135826	0.0070372	0.0083357	0.0104933	0.010753
PWY66-430: myristate biosynthesis (mitochondria)	8.22884e-06	0.000363325	0.0	0.00106484	7.85792e-06	1.30183e-05	0.0	1.40197e-05	0.000298438	0.000120304	0.00112425	0.00107826	0.0	0.000162356	7.62325e-05	5.42662e-06	0.0	8.98548e-05	0.0	0.000213454	0.00043255	8.6963e-05	6.07405e-05	0.0	0.000807329	0.0	0.0	1.19972e-05	0.0	0.0	3.10383e-05	6.4233e-05	0.000151365	0.000478611	0.0	7.83319e-06	0.000194483	0.000393711	2.21828e-05	3.62129e-05	0.000305213	0.000681251	0.00154322	0.000365338	0.000897513	6.13969e-05	0.000257912	0.000679616	2.69202e-05	0.0	2.76986e-05	0.0	0.0	6.55252e-05	0.0	3.82552e-05	8.14585e-05	0.0	0.0	0.0	0.000104669	0.000428052	0.00028049	4.47875e-05	1.64318e-05	0.0	8.22869e-05	1.47968e-05	0.00033106	0.0	0.0
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle)	0.000718953	0.000753612	1.38284e-05	0.00124385	0.000474097	0.00144476	0.000197379	0.000582643	0.000813644	0.000659577	0.00147136	0.00111978	3.84016e-05	0.000537182	0.000310054	7.0538e-05	0.000893312	0.00116825	0.00118262	0.000536884	0.00144782	0.000151533	0.000445807	1.65459e-05	0.000918337	0.000169834	0.000194752	0.000677005	0.00087633	0.000908105	0.000572994	0.000419327	0.00168365	0.00149268	4.78691e-05	0.00210454	0.000727805	0.00361269	0.00032254	0.00169895	0.00216162	0.00139874	0.00143556	0.00180624	0.00235986	0.000585331	0.00167682	0.00147674	0.000123391	2.64934e-05	0.000111101	3.03886e-05	5.02162e-05	0.000629613	3.36698e-05	0.000276743	8.7324e-05	0.000101281	5.5055e-05	0.0	0.00052072	0.000657735	0.000905917	0.000274271	8.1926e-05	3.99729e-05	0.000205125	0.000169883	0.000994982	0.0	5.23188e-05
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)	0.00575905	0.00609812	0.00768895	0.00449835	0.00708496	0.00401827	0.00690025	0.00679107	0.00595541	0.00523568	0.00335202	0.00446644	0.00957691	0.00643296	0.00695538	0.00887534	0.00687124	0.00480415	0.00491502	0.00475888	0.00440242	0.00602704	0.00773635	0.00321966	0.00634536	0.0072938	0.00762264	0.00619552	0.00598299	0.00693767	0.00643656	0.00555648	0.0042674	0.00458192	0.00717406	0.00397601	0.00687814	0.00354577	0.00758816	0.00456367	0.00470051	0.00305029	0.00250906	0.00391858	0.00377263	0.00609264	0.00353067	0.00365892	0.00397484	0.00649504	0.00653568	0.00581791	0.00579924	0.0057392	0.00504317	0.00561892	0.00582123	0.00611768	0.00548374	0.00687817	0.00656388	0.0059187	0.00379408	0.00752054	0.00686546	0.00829806	0.00609151	0.00627127	0.00472945	0.00601638	0.00710074
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I	0.00208366	0.00535953	0.00970598	0.00463705	0.00740171	0.00379166	0.00490517	0.00341041	0.00611021	0.00323475	0.00282995	0.00453205	0.00643583	0.00497339	0.00435786	0.00497145	0.00279117	0.00424377	0.00342353	0.0016999	0.00362787	0.00138075	0.00368461	0.00111598	0.00277322	0.00312761	0.00298982	0.00317525	0.00344471	0.00418846	0.00255197	0.00375816	0.00185879	0.00199426	0.00502862	0.00188835	0.00325255	0.00136955	0.00501747	0.000941408	0.0026138	0.00174407	0.00276413	0.00149105	0.00299331	0.00313917	0.00218151	0.00319173	0.00078857	0.00389808	0.00302652	0.00318224	0.00222781	0.00381466	0.0020117	0.00337663	0.00123632	0.00460388	0.00240277	0.00432539	0.00353571	0.0045569	0.00260103	0.00304228	0.00499005	0.00344971	0.00216928	0.00136125	0.00273351	0.00196936	0.00222308
REDCITCYC: TCA cycle VI (Helicobacter)	1.48729e-05	0.000389913	9.78178e-06	0.000948471	0.000226321	0.00120283	0.000234189	0.000129086	0.000570882	0.000530914	0.000318895	0.000925237	1.97395e-05	0.000167894	6.87361e-05	6.97824e-05	0.000188821	0.000364332	0.000516581	0.000202179	0.000800149	2.46498e-05	0.000145156	7.66691e-05	0.000982391	8.11743e-05	2.00002e-05	0.000221537	0.000167061	5.98409e-05	0.000232512	0.00018798	0.000786046	0.000721625	3.91063e-05	0.00112602	0.000359979	0.00129141	0.00023743	0.000445145	0.000202098	0.00112523	0.00141221	0.000262944	0.000403404	7.88062e-05	0.000541357	0.00100646	6.68516e-05	5.43511e-05	8.93188e-05	2.01777e-05	5.95854e-05	0.000131722	7.21623e-06	0.000153352	0.000178212	3.77366e-05	5.30553e-05	4.29703e-05	0.000213334	0.000541153	0.000640536	9.38397e-05	7.37424e-05	1.99224e-05	6.68902e-05	6.29233e-05	0.000437224	9.98299e-05	1.11354e-05
RHAMCAT-PWY: L-rhamnose degradation I	0.00199281	0.00418411	0.00334411	0.00442922	0.00770937	0.00361813	0.00447754	0.00515094	0.00326151	0.00230875	0.00369576	0.00397983	0.00487026	0.0044185	0.00527476	0.00841952	0.00659166	0.00405424	0.00468082	0.00443869	0.00323078	0.00265519	0.00384272	0.00592839	0.00669762	0.00355163	0.0038588	0.00446613	0.00410029	0.00585045	0.00564237	0.00422669	0.00453478	0.00259599	0.00598915	0.00309411	0.00390046	0.00347286	0.00485244	0.00352657	0.00273551	0.00305785	0.00470417	0.00303111	0.00308498	0.00370104	0.00244029	0.00323099	0.00383728	0.0049219	0.00472435	0.00328616	0.00439842	0.00440857	0.00449407	0.00390243	0.00386088	0.00413873	0.00353322	0.0062124	0.0056078	0.00508308	0.00295729	0.0043483	0.00527425	0.00396527	0.00445214	0.00266161	0.00438052	0.00407936	0.00329892
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)	0.00610491	0.0059033	0.00563439	0.00370542	0.00402315	0.00422663	0.00724349	0.00645651	0.00565131	0.00610764	0.00364436	0.00477448	0.00899581	0.00609323	0.00670308	0.00756601	0.00698785	0.00499516	0.00582131	0.00572642	0.00439776	0.00880174	0.00607755	0.00432402	0.00617969	0.00759551	0.0060672	0.00574371	0.00588848	0.00649174	0.00672755	0.00625558	0.00572001	0.00508065	0.00683595	0.00288429	0.00543366	0.00369435	0.00567706	0.00375519	0.0046001	0.0037615	0.00216735	0.00273369	0.00258899	0.00516363	0.00277239	0.0033728	0.00881891	0.0074017	0.00708643	0.00686774	0.00868774	0.00479402	0.00655678	0.00581688	0.00728195	0.00897322	0.00717606	0.00753243	0.00645719	0.00647082	0.00547103	0.00718515	0.00668534	0.0073997	0.00546554	0.00574146	0.00581974	0.00705214	0.00713671
RUMP-PWY: formaldehyde oxidation I	0.0	3.69722e-05	0.0	0.0	0.000132688	0.000310086	0.0	1.40984e-05	0.0	0.0	0.0	7.51785e-05	0.0	6.43802e-05	2.47852e-05	0.0	0.0	2.02125e-05	0.0	0.0	3.45973e-05	1.534e-05	0.0	0.0	0.000521906	0.0	2.34226e-05	0.0	0.0	0.000209368	0.000221237	0.0	0.0	2.75518e-05	0.0	0.000172816	8.27954e-05	1.14598e-05	7.36556e-05	0.000567672	4.31886e-05	6.03471e-05	8.19066e-06	0.000584414	7.92625e-05	0.000443714	7.26089e-05	4.50485e-05	3.2913e-05	0.000304062	0.0	0.0	0.0	4.78824e-05	0.0	7.47868e-05	2.47491e-05	2.36218e-05	1.3604e-05	0.0	6.13363e-05	4.63637e-05	1.48172e-05	3.33883e-05	5.30475e-05	0.0	0.0	1.77831e-05	2.34527e-05	0.0	0.0
SALVADEHYPOX-PWY: adenosine nucleotides degradation II	0.00347872	0.00126284	0.000338861	0.00113355	0.00339762	0.00480077	0.00182997	0.00181061	0.00292425	0.00167599	0.00624793	0.00435484	0.000424376	0.00180166	0.00171618	0.00117004	0.00363354	0.00360277	0.00388381	0.00283981	0.00448955	0.00307849	0.00135301	0.00108562	0.00113759	0.00129232	0.00110158	0.00196014	0.0028992	0.00299646	0.00204422	0.00180605	0.00178235	0.00149782	0.000885818	0.00622297	0.00245218	0.00159603	0.000586911	0.00404111	0.00234318	0.000191898	0.000951637	0.00620563	0.00563769	0.00193501	0.00446571	0.00326292	0.00208562	0.00101127	0.001899	0.00111459	0.00110917	0.00307365	0.00230561	0.00111648	0.00155923	0.000578322	0.00187295	0.00114276	0.00229622	0.00131344	0.00230407	0.0023882	0.0011581	0.000252688	0.000753341	0.00106238	0.00248744	0.000585086	0.00119607
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I	0.00439277	0.00624469	0.00908956	0.00468634	0.00688491	0.00475135	0.00618677	0.00622439	0.00544415	0.00497008	0.00356785	0.00531923	0.00803707	0.0060782	0.00609072	0.00765738	0.00537162	0.00455691	0.00526748	0.00466126	0.00423532	0.00604924	0.00584075	0.00359177	0.00566526	0.00629999	0.00612952	0.00534611	0.00625195	0.00581594	0.00575787	0.00575352	0.00353626	0.0045151	0.00743178	0.00405336	0.00485569	0.0058458	0.0058621	0.0057735	0.00640011	0.00444742	0.00417134	0.00478831	0.00378769	0.00779644	0.00436316	0.00482628	0.00505894	0.00674023	0.00669199	0.00726251	0.00494482	0.00622543	0.0101964	0.00498278	0.00465693	0.00700752	0.00513871	0.00649913	0.00606807	0.00610133	0.00416608	0.00581242	0.00667111	0.00577785	0.00666797	0.00473101	0.00537366	0.00387391	0.00680345
SO4ASSIM-PWY: assimilatory sulfate reduction I	0.00175438	0.00187126	8.80732e-05	0.00504603	0.00137468	0.00340486	0.000967711	0.00114462	0.00340383	0.00232236	0.00453196	0.00470677	8.3482e-05	0.00173236	0.000904064	0.000421413	0.00362574	0.0029229	0.00297545	0.0015986	0.00390418	0.000309918	0.000748603	0.000372114	0.00380265	0.00045246	9.51832e-05	0.00192899	0.0022119	0.00172661	0.00122116	0.00166264	0.00247955	0.00247903	0.000423114	0.00281826	0.00271206	0.00155846	0.0011141	0.00198441	0.0019401	0.00265042	0.00595549	0.00245268	0.00362694	0.000412788	0.00309957	0.00326758	0.000547586	0.000815364	0.00073286	9.56777e-05	0.000229297	0.00189314	0.00193552	0.000589157	0.000467086	0.000252258	0.000147448	0.000372167	0.0017488	0.00265224	0.00275077	0.000908794	0.000335714	7.31377e-05	0.000869732	0.00037229	0.00265198	0.000300008	7.90538e-05
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis	0.00247826	0.00262005	0.000193812	0.00430385	0.00152518	0.00367221	0.00165486	0.0018621	0.00397709	0.00317053	0.00323288	0.00354553	0.000184101	0.00239726	0.00162179	0.000453056	0.00276128	0.00328821	0.0028662	0.00248694	0.00317077	0.0006576	0.00142033	0.000698728	0.00268031	0.000908808	0.000208232	0.00241863	0.00283239	0.00172112	0.00218957	0.00248757	0.00305833	0.00325614	0.000812225	0.00356496	0.0026798	0.00260308	0.00187231	0.00304396	0.00303513	0.0034653	0.00443091	0.00338973	0.00394278	0.000834909	0.00361262	0.00397257	0.00107897	0.00153904	0.00140517	0.000209358	0.000465859	0.00294128	0.00306087	0.00113819	0.000937949	0.000515223	0.000319109	0.000767994	0.00258126	0.00263133	0.00296018	0.001586	0.000696727	0.000161949	0.00101872	0.00076051	0.00298947	0.00061853	0.000174852
TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA	0.000989541	0.000662554	7.27973e-05	0.00283383	0.000622535	0.00196858	0.000448019	0.000601228	0.00128736	0.00136999	0.00319762	0.00144885	5.81186e-05	0.00117059	0.000457248	0.000304563	0.00122646	0.0011876	0.00117787	0.000987086	0.00157361	0.000171976	0.000454667	0.000198541	0.00185462	0.000195531	0.0	0.00097443	0.00104715	0.000764851	0.000583985	0.000410799	0.00212376	0.00139974	7.55201e-05	0.00242649	0.0013041	0.00124054	0.000483941	0.00136806	0.001138	0.00205551	0.00400108	0.00179494	0.0023018	0.00021915	0.00275448	0.00237098	0.00042395	4.54934e-05	0.00031324	0.000102105	0.000165386	0.000711251	4.53433e-05	0.00040892	0.000249534	0.000175221	9.07823e-05	0.0	0.00116404	0.0014411	0.00164004	0.000575265	0.000296154	3.13287e-05	0.000198543	0.000164217	0.00178974	6.61476e-05	0.0
TCA: TCA cycle I (prokaryotic)	0.00107073	0.000641572	0.000110457	0.00321558	0.000679238	0.00192837	0.000521784	0.000681158	0.00135622	0.00211977	0.00321707	0.00149175	9.20473e-05	0.00176951	0.000646329	0.000419164	0.00134582	0.0012398	0.00130965	0.00130832	0.00154301	0.000302838	0.000806988	0.000236617	0.00227295	0.000214538	3.45249e-05	0.00100271	0.00113492	0.000756093	0.000721023	0.000474493	0.0028951	0.00167444	0.000121577	0.00232246	0.00163299	0.00163877	0.000791034	0.00142032	0.00153565	0.00233075	0.00416852	0.00182676	0.00235437	0.000444209	0.00273027	0.0027374	0.000661825	0.000128648	0.000695025	0.000207405	0.000243326	0.000735912	0.00019619	0.000663151	0.000486834	0.000487823	0.00014497	0.000103837	0.00162825	0.001786	0.00209455	0.00084426	0.00059655	4.88126e-05	0.000196819	0.000439365	0.00220175	8.37955e-05	3.98568e-05
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes)	0.00354001	0.00362657	0.00541613	0.00162151	0.00639635	0.00241431	0.00323131	0.00387786	0.00125045	0.00435816	0.00175152	0.00184254	0.00432484	0.00358611	0.00445048	0.001946	0.00357908	0.0035063	0.00377982	0.00378289	0.00325019	0.00744981	0.00462506	0.002707	0.00273994	0.00526603	0.00499553	0.00401676	0.00261554	0.00404876	0.00426976	0.00423981	0.0022892	0.0036638	0.00446973	0.0018251	0.00344437	0.00326602	0.00514551	0.00426451	0.00358358	0.00183373	0.00108185	0.00277993	0.00313975	0.00498934	0.00220915	0.00269044	0.00449898	0.00377412	0.00504047	0.00569266	0.0030689	0.00295505	0.00413461	0.00418889	0.00405343	0.0013996	0.00351788	0.00626228	0.00388065	0.00288635	0.00425055	0.00477178	0.00492547	0.00443235	0.00348734	0.00287356	0.0038252	0.00479184	0.00494335
THREOCAT-PWY: superpathway of L-threonine metabolism	1.85108e-05	0.000336357	1.49487e-05	0.00122815	0.0	0.00034653	3.23553e-05	0.0	0.000520904	0.000384374	5.73383e-05	0.000737402	1.65982e-05	0.000217207	0.000129772	6.74804e-05	9.71813e-05	0.000170634	0.0	0.000285316	0.000713549	2.14841e-05	6.10467e-05	9.80943e-05	0.000757906	4.57451e-05	0.0	0.0	0.0	0.0	0.000174607	0.000146798	0.000552138	0.000795749	2.10245e-05	0.00187537	0.000422113	0.000529568	0.000329088	0.000915642	0.000302849	0.00106708	0.00230695	0.00066582	0.000868033	5.84387e-05	0.000236973	0.00071131	6.22275e-05	2.94724e-05	3.55537e-05	1.67246e-05	3.97153e-05	0.000489856	5.77888e-06	1.27384e-05	3.66033e-05	7.3602e-05	0.0	0.0	0.000236185	0.000632457	0.000510356	7.13896e-05	5.02867e-05	0.0	0.000141965	2.29218e-05	0.000729725	0.0	0.0
THRESYN-PWY: superpathway of L-threonine biosynthesis	0.00577463	0.00632618	0.0105023	0.00642736	0.00535729	0.00532317	0.00819413	0.00790907	0.00814341	0.00643516	0.00457859	0.00627151	0.010159	0.00720506	0.00819343	0.00903423	0.00846872	0.0060894	0.00644891	0.00492045	0.00617711	0.00609398	0.00731117	0.00646153	0.00780033	0.00729056	0.00828315	0.00710826	0.00749663	0.00711437	0.00587863	0.0074621	0.00535097	0.00558027	0.00746996	0.00540605	0.00676125	0.0066751	0.00714403	0.0057687	0.00611517	0.00582808	0.00553789	0.00549817	0.00597872	0.00681831	0.00628046	0.0058338	0.0056097	0.00742824	0.00688637	0.0077457	0.00702617	0.00569712	0.00686425	0.00603963	0.00587912	0.00995251	0.006016	0.00683111	0.0080319	0.00839322	0.00659084	0.00807842	0.00813126	0.00783998	0.00886542	0.00664687	0.00648379	0.00672137	0.00654232
TRNA-CHARGING-PWY: tRNA charging	0.00953915	0.00836196	0.0108692	0.00571106	0.008637	0.00523642	0.00833285	0.00877093	0.00723464	0.00845864	0.00558864	0.00599998	0.0111417	0.00806103	0.00843584	0.0100269	0.0083359	0.00640114	0.00678769	0.00976799	0.00690533	0.00927082	0.0108927	0.0168032	0.00758333	0.0104943	0.0100114	0.00890882	0.00766841	0.00844409	0.00822488	0.00816489	0.00789765	0.008143	0.00902771	0.0059589	0.00964495	0.0083222	0.00915335	0.00737632	0.00817781	0.00759712	0.00467693	0.00705303	0.00594081	0.00804686	0.00617339	0.00571034	0.0106182	0.0108723	0.00912172	0.0109733	0.0105991	0.00749535	0.00914657	0.0117548	0.0124895	0.0101222	0.0120923	0.0106609	0.00820929	0.00778008	0.00803063	0.00983443	0.0101065	0.0113965	0.0112243	0.013017	0.00730027	0.0114837	0.0100009
UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (early decarboxylation)	1.45907e-05	2.52668e-05	0.0	9.33653e-05	0.00014308	0.000443025	0.0	5.48238e-05	0.000177317	9.89519e-05	0.000110721	0.000523038	3.15426e-06	9.76666e-05	1.42072e-05	0.0	0.0	0.000155661	0.0	6.2731e-05	0.000217807	0.0	8.77895e-06	1.08252e-05	5.82952e-05	1.11968e-05	0.0	0.0	1.57196e-05	0.000153046	0.0	5.01148e-05	1.24245e-05	1.75047e-05	0.0	0.000266179	9.31133e-05	0.0	1.38883e-05	0.000247989	0.0	0.0	4.77408e-05	0.000213415	0.00011074	1.54742e-05	0.000352723	0.000265243	3.96673e-05	0.0	1.41313e-05	0.0	0.0	4.36191e-05	0.0	8.79303e-06	0.0	7.32108e-06	3.79127e-06	0.0	5.10313e-05	5.54177e-05	0.00010072	1.80581e-05	1.66601e-05	0.0	0.0	1.16211e-05	0.000113731	0.0	0.0
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I	0.00222954	0.00315642	0.00133904	0.00240091	0.00198695	0.00273542	0.00318314	0.00392014	0.0025173	0.003186	0.00496044	0.00381289	0.0016284	0.00289366	0.00190037	0.000336196	0.00321875	0.00274541	0.00330259	0.00342791	0.00346544	0.00260425	0.0039025	0.00200436	0.00266122	0.00379065	0.00316524	0.00214067	0.00299425	0.00281215	0.00238754	0.00281824	0.00282663	0.00443774	0.00274772	0.00532267	0.00179053	0.00602852	0.00314852	0.0069425	0.00509827	0.00356734	0.00390204	0.0051926	0.00480602	0.00492521	0.00551306	0.00330193	0.00342693	0.0026167	0.0034502	0.00583938	0.00266537	0.00365125	0.00731469	0.00447189	0.00610873	0.00164442	0.00381353	0.00187259	0.00184685	0.00214067	0.00386426	0.00205782	0.00183701	0.00350766	0.00506519	0.00557011	0.0033799	0.00418749	0.00513048
