EC	D605	D606	D607	D611	D612	D614	D616	D618	D619	D621	D624	D627	D629	D631	D632	D633	D636	D640	D641	D645	D646	D648	D678	D679	D680	D681	D683	D684	D685	D686	D687	C487	C488	C491	C492	NC01	NC02	NC03	NC04	NC05	NC06	NC07	NC08	NC09	NC10	NC12	NC13	NC14	B202	B204	B206	B207	B209	B211	B212	B223	B224	B226	B228	B230	B231	B232	B235	B236	B237	B238	B319	B320	B321	B322	B323
Biotin carboxylase (6.3.4.14)	0.000877939	0.00215325	0.00109236	0.00173767	0.00158129	0.000917247	0.00228155	0.00178959	0.00194861	0.00106932	0.00152552	0.00172264	0.00159923	0.00182824	0.00195964	0.00190718	0.00159379	0.00146323	0.00162556	0.000706889	0.00162729	0.00105125	0.00122824	0.0020051	0.00183624	0.00130262	0.00147942	0.00120693	0.00142883	0.0018448	0.00173958	0.00162216	0.000478341	0.000834107	0.00196673	0.00145464	0.00127847	0.00129688	0.00149266	0.00138056	0.00105639	0.000706078	0.000697883	0.00152656	0.00167081	0.0018141	0.00113041	0.00142306	0.00105286	0.00130688	0.0012478	0.000945324	0.00136171	0.00159121	0.000674881	0.000850333	0.000618099	0.00126788	0.000946925	0.00102756	0.00173494	0.00123455	0.000818998	0.00120563	0.00128007	0.00159667	0.0019262	0.000620947	0.000999821	0.00119627	0.00118517
Biotin--[biotin carboxyl-carrier protein] ligase (6.3.4.15)	0.00132631	0.00103535	0.000826521	0.00061371	0.0011269	0.0009226	0.00113224	0.00105652	0.000748461	0.0015539	0.00112171	0.00062894	0.000637361	0.00126581	0.000870997	0.000408389	0.000477213	0.00102145	0.000965327	0.00195231	0.000987639	0.00165112	0.0014621	0.000414606	0.000287739	0.00113976	0.000780651	0.000999867	0.00100858	0.000727774	0.00140647	0.000972569	0.00196015	0.0014058	0.000897403	0.00106465	0.00084034	0.00174489	0.00116096	0.00161387	0.00131217	0.0014586	0.000565297	0.00124595	0.00139274	0.00154037	0.000913601	0.00144038	0.00280548	0.0019467	0.00146134	0.00146803	0.00151744	0.00125411	0.00132331	0.00222361	0.00244395	0.00154719	0.00220634	0.00215935	0.0011172	0.000580559	0.00223957	0.00126368	0.0015134	0.0013513	0.000706752	0.0017584	0.00180136	0.00211163	0.00175288
5-(carboxyamino)imidazole ribonucleotide synthase (6.3.4.18)	0.00012595	5.88302e-05	0.000107289	0.00063455	4.65352e-05	0.000345996	9.94252e-05	0.00018985	0.000171398	0.000424812	0.000322109	0.000394286	0.000301404	0.000166617	9.47288e-05	6.29403e-06	0.00012861	0.00021713	0.000257878	6.2755e-05	0.00028487	6.41697e-05	0.00033482	2.79324e-05	0.000199566	0.000155333	0.000251325	0.000145725	0.000153877	0.000119686	0.000141634	0.000229454	0.000454229	0.000573398	8.46426e-05	0.000387057	0.000188965	0.00110171	9.18884e-05	0.000252527	0.000483692	0.000620366	0.00115648	0.000486389	0.000692125	0.000119692	0.000359765	0.000590296	8.11331e-05	0.000163103	0.000122921	5.44963e-05	8.13397e-05	5.41022e-05	3.4562e-05	0.000271772	0.000249803	4.80677e-05	0.000120343	0.000230204	0.000105775	0.000200566	0.000406757	0.000198779	0.00010385	0.000180554	8.47989e-05	0.000333942	0.000209106	0.000196784	0.000118643
tRNA(Ile)-lysidine synthetase (6.3.4.19)	0.00111083	0.00109924	0.00181876	0.000973581	0.00133822	0.000757592	0.00144821	0.0014411	0.0011824	0.00158032	0.00128849	0.00112785	0.00166742	0.00154931	0.00173919	0.0013033	0.00133901	0.0012521	0.00121417	0.00170793	0.00148294	0.00182136	0.00208788	0.00187535	0.0012691	0.00180044	0.00170283	0.001334	0.00148306	0.00136004	0.00181222	0.00153793	0.00138553	0.00181374	0.00149312	0.00117197	0.00164251	0.00174905	0.00164724	0.00163378	0.00171293	0.00158877	0.000877496	0.00166063	0.00143381	0.00165459	0.00151832	0.000968036	0.0019854	0.00187561	0.00175724	0.00187197	0.00175547	0.00152721	0.00170936	0.00190897	0.00238478	0.00161656	0.00193336	0.00176912	0.00145474	0.001399	0.00156673	0.00148089	0.00152952	0.0019108	0.00194452	0.00216568	0.00135071	0.00166154	0.00178235
CTP synthase (glutamine hydrolyzing) (6.3.4.2)	0.00168855	0.00158949	0.00167462	0.00128376	0.00130165	0.00114903	0.00139224	0.0014806	0.00124216	0.00165554	0.00125188	0.00146188	0.00161807	0.00144643	0.00134465	0.001315	0.00122318	0.00115564	0.00114709	0.00179329	0.00147613	0.00170958	0.00200565	0.00174692	0.00125526	0.00183499	0.00156068	0.00153352	0.00126615	0.00135454	0.00156331	0.00156743	0.00165726	0.00184763	0.00148102	0.00124509	0.00182229	0.0020037	0.00150146	0.00152831	0.00193314	0.00132064	0.00148636	0.00165769	0.00140903	0.00190115	0.00139968	0.00132173	0.00189546	0.00209309	0.00172428	0.00192143	0.00170754	0.00170903	0.0020262	0.0023474	0.00222569	0.00151348	0.00232564	0.00191279	0.00147019	0.00138313	0.00178435	0.0016673	0.00184057	0.00200335	0.00188563	0.00224871	0.00164376	0.00188364	0.00194893
7-cyano-7-deazaguanine synthase (6.3.4.20)	0.00179719	0.00124245	0.00145045	0.00103487	0.00111272	0.00107077	0.00136031	0.00124518	0.00140614	0.0010138	0.000958405	0.00118339	0.00134867	0.00106335	0.00122639	0.00133892	0.00135785	0.00122175	0.0011786	0.00115646	0.00124821	0.00136206	0.00101863	0.00206044	0.00140382	0.00132549	0.00125426	0.00196535	0.00122654	0.00148624	0.00150604	0.00136465	0.00131915	0.00120737	0.00130135	0.000708495	0.00203922	0.000615585	0.00120044	0.000983644	0.000822103	0.000683178	0.000690248	0.00077581	0.000803036	0.00110016	0.000536922	0.00076363	0.000797619	0.00113671	0.00104722	0.00142227	0.00134995	0.00144886	0.00112766	0.000829091	0.000571694	0.00119154	0.000734907	0.00103491	0.00146722	0.00136983	0.000908433	0.00137476	0.00119228	0.00147544	0.00186785	0.00159256	0.000883734	0.00120589	0.00110111
Nicotinate phosphoribosyltransferase (6.3.4.21)	0.00044681	0.00142855	0.000762413	0.00100522	0.00137132	0.000513937	0.000971858	0.00085556	0.000980088	0.00102997	0.000692174	0.000641519	0.000663067	0.000929467	0.00105497	0.000833478	0.000487779	0.000832702	0.000765012	0.00122457	0.00101301	0.00138853	0.00135165	0.00203514	0.000407181	0.00104325	0.000747645	0.000701494	0.000910745	0.000797978	0.00142429	0.000831118	0.000671043	0.0011266	0.00101457	0.00104191	0.000725897	0.00299486	0.00120859	0.00149117	0.00152218	0.00135699	0.00073261	0.00134855	0.00114481	0.00175036	0.00119522	0.00102784	0.00146946	0.00129913	0.0010427	0.00144104	0.0010198	0.0012853	0.00111483	0.00142501	0.00173928	0.000619674	0.0015631	0.00116342	0.000890778	0.000516977	0.00104039	0.000605817	0.00114442	0.00163599	0.00155575	0.00138771	0.00104094	0.00137548	0.00130038
Formate--tetrahydrofolate ligase (6.3.4.3)	0.00159826	0.00137211	0.00161825	0.000639982	0.00122149	0.000602902	0.0012245	0.00136951	0.000989508	0.00160075	0.000639332	0.000895296	0.00161307	0.00133203	0.00140029	0.00135092	0.00107384	0.000964145	0.00108754	0.00175517	0.00110299	0.00164529	0.00204859	0.00185748	0.00105685	0.00178994	0.0015654	0.00131595	0.00139775	0.00130094	0.00165532	0.00144914	0.00126426	0.00171662	0.0014403	0.000755785	0.00147037	0.00181246	0.00152323	0.00167269	0.00190877	0.00118899	0.000277049	0.00132186	0.00109266	0.00180775	0.00104984	0.000992099	0.00209189	0.0019216	0.00167347	0.00195338	0.00180031	0.00152957	0.00207753	0.00221567	0.0022509	0.00158692	0.00233878	0.00178427	0.00140264	0.00122813	0.00177679	0.00155659	0.00174012	0.0019132	0.00192227	0.00244041	0.00142968	0.00196673	0.00184893
Adenylosuccinate synthase (6.3.4.4)	0.00197305	0.00156131	0.00177467	0.0012192	0.00142754	0.00151712	0.00169652	0.00164943	0.00145501	0.00224476	0.00150523	0.00185124	0.00176211	0.00184003	0.00163722	0.00140876	0.00163217	0.00177544	0.00161555	0.00255683	0.00174489	0.00291187	0.00232866	0.00233758	0.00133848	0.00193937	0.00205768	0.00162206	0.00173477	0.00163185	0.00239006	0.0017561	0.00199328	0.00203386	0.00161737	0.00153865	0.00185807	0.00227906	0.00175769	0.00171696	0.00227839	0.00190117	0.00112234	0.00179369	0.00146661	0.00190151	0.0017332	0.00178129	0.00322024	0.00239717	0.00216716	0.00277663	0.00273319	0.00212644	0.00272463	0.00291153	0.00289407	0.00243549	0.00314067	0.00219124	0.00202354	0.00167281	0.0026849	0.00198771	0.00231648	0.00281422	0.00232995	0.00278752	0.00232497	0.0027123	0.00258636
Argininosuccinate synthase (6.3.4.5)	0.000663976	0.000677781	0.000407654	0.000708135	0.000507218	0.000604446	0.00052859	0.000783054	0.000653725	0.00136836	0.000927386	0.000726287	0.000346214	0.000769798	0.000777923	0.000283951	0.000368136	0.000681819	0.000652515	0.00174622	0.00080982	0.0017542	0.00135963	0.000364425	0.000352268	0.000971334	0.000960104	0.000523898	0.000842217	0.00047376	0.00113453	0.000823456	0.00104857	0.00119638	0.000559377	0.00154883	0.000656157	0.00185607	0.000716277	0.00187087	0.00145912	0.00193035	0.00112148	0.00164168	0.00110302	0.00121431	0.00170186	0.00121941	0.00244421	0.00151937	0.00118652	0.00146534	0.00115331	0.00116263	0.00172557	0.00174942	0.00211672	0.00143189	0.00214571	0.00113081	0.000831235	0.000567096	0.00157886	0.000749212	0.00112134	0.00117324	0.000903937	0.00151061	0.00169464	0.00147125	0.00160586
NAD(+) synthase (glutamine-hydrolyzing) (6.3.5.1)	0.00115467	0.00116827	0.00169568	0.000837964	0.00131131	0.000601779	0.00127217	0.0013281	0.00114618	0.00170294	0.000555832	0.00101362	0.00194481	0.00150717	0.00148573	0.00162536	0.00116755	0.0010118	0.00108141	0.001815	0.00115056	0.00169947	0.00230799	0.00211854	0.00106672	0.00187292	0.00182571	0.00114005	0.00148352	0.00120505	0.00159595	0.00142247	0.000891919	0.00150248	0.00143205	0.000835404	0.00138835	0.00122574	0.00172052	0.00123351	0.0019297	0.00121633	0.000250791	0.00115772	0.00074523	0.00179921	0.000911492	0.000910734	0.0020828	0.00213197	0.00181891	0.00204344	0.00181665	0.00152978	0.00169984	0.00241067	0.00263756	0.00167325	0.00234263	0.00206755	0.00146554	0.00130529	0.00168567	0.00158266	0.00195299	0.00208288	0.00184278	0.00198878	0.00166794	0.00211326	0.00186788
Cobyrinate a,c-diamide synthase (glutamine-hydrolyzing) (6.3.5.11)	0.000408076	0.000385919	0.00025969	0.000227918	0.00038246	0.000361001	0.000602723	0.000778304	0.000251673	0.000491295	0.000365113	0.000577724	0.000514875	0.000606294	0.000656053	0.000437263	0.000695711	0.000427484	0.000621941	0.000962841	0.000494282	0.000825117	0.000529866	0.000626516	0.000595627	0.000883767	0.000883473	0.000428456	0.000453661	0.000633087	0.00071899	0.000664946	0.000293996	0.000587901	0.000633951	0.000277217	0.000411526	0.000345948	0.000613544	0.00108424	0.000506408	0.000426809	0.000259624	0.000345351	0.000297494	0.000708236	0.000202245	0.000373964	0.000573196	0.000641925	0.000874059	0.000980919	0.000820383	0.000430673	0.00154213	0.000508216	0.000777948	0.000367399	0.000993332	0.000585521	0.000426573	0.000579139	0.000378292	0.000479471	0.000421983	0.00050761	0.000916948	0.000532257	0.000519265	0.000561784	0.000690688
GMP synthase (glutamine-hydrolyzing) (6.3.5.2)	0.00264779	0.0022727	0.00230675	0.00167838	0.00245896	0.00174759	0.00203045	0.00250414	0.00179469	0.00221369	0.00179713	0.00215606	0.00258147	0.00246668	0.00258148	0.00251136	0.00231777	0.00184326	0.00204615	0.00255801	0.00195698	0.00220937	0.00281943	0.00235345	0.00230023	0.00252928	0.00247046	0.00266256	0.00233426	0.002412	0.00235476	0.00252061	0.00220295	0.0023949	0.00266066	0.00182685	0.00258179	0.00226603	0.00259382	0.00218617	0.00308747	0.0020087	0.00143657	0.00202995	0.00177885	0.00250707	0.00225626	0.0015859	0.00246716	0.00261152	0.00242585	0.00237097	0.00231927	0.00236166	0.00238753	0.00280842	0.00251649	0.00227729	0.00271996	0.00265689	0.00236525	0.00219692	0.00209901	0.00248518	0.0027386	0.00253011	0.00249351	0.00289935	0.00213314	0.00239778	0.00248848
Phosphoribosylformylglycinamidine synthase (6.3.5.3)	0.00233225	0.00142415	0.00163757	0.00122873	0.00138272	0.00188637	0.00162012	0.00171443	0.00140231	0.00187322	0.00146976	0.00168646	0.00205482	0.00149848	0.00173493	0.0018887	0.00210319	0.00177557	0.00169583	0.00183578	0.00175143	0.00166771	0.00156554	0.0021248	0.00227565	0.00157667	0.00189245	0.00211181	0.00169564	0.00188873	0.00152468	0.00180935	0.00168618	0.00191676	0.00160267	0.00145979	0.00205139	0.00265381	0.00159514	0.00204446	0.0016546	0.00131569	0.00165282	0.00127269	0.00142211	0.00136297	0.00192587	0.00163756	0.00167662	0.00153072	0.00168559	0.0016039	0.00207624	0.00133794	0.00114396	0.00172437	0.00155029	0.00185531	0.00129367	0.00182115	0.0018251	0.00181169	0.00177277	0.00194553	0.00170484	0.00162945	0.00156725	0.00166209	0.00158686	0.00193274	0.00156966
Asparagine synthase (glutamine-hydrolyzing) (6.3.5.4)	0.00111338	0.000335856	0.000416287	0.00051542	0.00058203	0.00032012	0.000419553	0.000853324	0.000397272	0.000661794	0.000698917	0.000782465	0.000651893	0.000699172	0.000926794	0.00106781	0.00121068	0.000598505	0.000717993	0.0008879	0.00104735	0.00101572	0.001061	0.00141924	0.00125088	0.000696643	0.000956514	0.00128582	0.000954222	0.000894123	0.00154342	0.000822691	0.00131362	0.000844604	0.00076871	0.00154131	0.001172	0.00127469	0.000961817	0.000877724	0.00103588	0.00123437	0.00115057	0.000994334	0.00115844	0.000819581	0.000687826	0.00108095	0.000765803	0.000870737	0.000533558	0.00104649	0.000301233	0.000823368	0.000924879	0.00056598	0.000937247	0.000699494	0.000454795	0.000424371	0.0010321	0.000961147	0.000654156	0.0011726	0.000757112	0.00118095	0.00114475	0.00106411	0.000880236	0.000789109	0.00100817
Carbamoyl-phosphate synthase (glutamine-hydrolyzing) (6.3.5.5)	0.0053351	0.004518	0.0047307	0.00297201	0.00402972	0.00311382	0.00444428	0.00419919	0.00401734	0.00453087	0.00313413	0.00418967	0.00515346	0.0042022	0.00452383	0.00446761	0.00440575	0.00416316	0.00387332	0.00462381	0.00432373	0.00418485	0.00513129	0.00673709	0.00448016	0.00479327	0.00466589	0.00506183	0.0041162	0.0047403	0.00371131	0.00413729	0.00456874	0.00458089	0.00470793	0.00348253	0.00532062	0.00516343	0.00511015	0.00374003	0.00480532	0.00351247	0.00260629	0.00413454	0.00376631	0.00430518	0.00360423	0.00323422	0.00471014	0.00468716	0.00442261	0.00504598	0.00535001	0.00410742	0.0043858	0.00500989	0.004744	0.00467276	0.00509064	0.00467546	0.0043414	0.00499205	0.00416065	0.00519499	0.00484342	0.00498527	0.00550989	0.00560943	0.00408925	0.00510866	0.00446434
Glutaminyl-tRNA synthase (glutamine-hydrolyzing) (6.3.5.7)	0.000223129	0.000357067	0.000177259	0.000105682	0.000186212	0.000107039	0.000366349	0.000512009	0.000126961	0.000260603	0.000240705	0.00017607	0.000151426	0.000262813	0.00025487	0.000141125	0.000134362	0.000162572	0.000329846	0.000968869	0.000169101	0.00104589	0.000655141	0.000213362	0.00012521	0.000698992	0.000387703	0.000128118	0.000322691	0.00034727	0.00104311	0.000406743	0.000254795	0.000667876	0.000458701	0.000561462	0.000343371	0.00120364	0.000508716	0.00110697	0.000877062	0.000522618	0.000147635	0.000713315	0.000438267	0.000949361	0.00076139	0.000298436	0.00119562	0.000881812	0.000722937	0.000907816	0.000432104	0.000989593	0.0015507	0.000438158	0.00128176	0.000341677	0.00086386	0.000456799	0.000452038	0.000193723	0.000539425	0.000378307	0.000449687	0.000967287	0.000727703	0.000855738	0.0006173	0.000609659	0.00125258
Pyruvate carboxylase (6.4.1.1)	0.000258258	7.94012e-05	0.000179915	2.65643e-05	4.11784e-05	0.000144597	0.000327423	0.000530886	0.000183318	0.000222925	5.67803e-05	0.000334813	0.000553408	0.000392261	0.000416912	0.000599114	0.000647559	0.000359673	0.000405372	0.000223791	0.000145661	0.000218071	0.000352989	0.00011332	0.000823122	0.000463827	0.00073427	0.000547038	0.000634582	0.000438715	0.000276574	0.000453838	0.00010726	0.000315808	0.000456996	1.15993e-05	0.000321442	0.000544714	0.000299379	7.57368e-05	0.000364516	4.01618e-05	1.69066e-05	0.000113449	3.53826e-05	0.000871632	7.46436e-05	9.53605e-05	0.000205551	0.000383846	0.000319649	0.00017121	0.00036275	0.000361213	0.000184889	0.000309201	0.000236402	0.00044814	0.000417639	0.000267	0.000473053	0.000540815	0.000183147	0.000491937	0.000367748	0.00024346	0.000293921	0.000246991	0.000326314	0.000210887	0.000241803
Acetyl-CoA carboxylase (6.4.1.2)	0.00151058	0.00276822	0.0014879	0.0028442	0.00210889	0.00179554	0.00333378	0.00261986	0.00315078	0.0018159	0.00283064	0.00294078	0.00250871	0.00249639	0.00288441	0.00301545	0.00317455	0.00240717	0.0026358	0.00120479	0.00233812	0.00180176	0.00157111	0.00206495	0.00305498	0.00181221	0.00195804	0.00199379	0.0023731	0.00267004	0.00262156	0.00239069	0.000883494	0.0011246	0.00266641	0.00200944	0.00189924	0.00187622	0.00196276	0.0018171	0.00134906	0.000887588	0.00127278	0.00263693	0.00313295	0.00211913	0.00205864	0.00221176	0.00137148	0.00170586	0.00202223	0.00104318	0.00181484	0.00242794	0.000854296	0.000948728	0.000735339	0.00175654	0.00121001	0.00134549	0.00277854	0.00211207	0.00133007	0.00176095	0.00176068	0.00209306	0.0022543	0.00083866	0.00167746	0.00134283	0.00160445
Propionyl-CoA carboxylase (6.4.1.3)	0.000427347	0.00135545	0.000805841	0.001598	0.000921565	0.000371694	0.00202797	0.00104365	0.00198335	0.00082659	0.000487873	0.000766579	0.00156434	0.00109834	0.00145108	0.00121836	0.00108938	0.00108989	0.000895973	0.000197726	0.000585358	0.000483417	0.000712029	0.000168549	0.00105301	0.000606205	0.00082858	0.000848217	0.000760222	0.000935684	0.000375235	0.000903866	0.000125553	0.000347679	0.00113538	4.37997e-05	0.000589505	0.000298515	0.000588355	1.39366e-05	0.000296903	5.78981e-05	8.46816e-06	0.000229448	0.000403265	0.000664307	2.8848e-05	0.000625852	0.000331835	0.000396433	0.000837944	0.000171228	0.000422052	0.000696582	0.000201717	0.000504554	0.000408419	0.000594893	0.000303859	0.000583965	0.000832872	0.000673752	0.000159716	0.000560192	0.000569377	0.000470787	0.000342714	0.000454807	0.000386167	0.000456089	0.000744537
2-oxoglutarate carboxylase (6.4.1.7)	3.59766e-06	0.000406284	0.000108065	0.000260883	6.05551e-05	0.000676893	0.000229933	0.000161599	0.00016162	0.000144199	5.89123e-05	0.000102355	0.000105729	0.000390854	9.29541e-05	0.000138524	0	7.25362e-05	7.89504e-05	6.85515e-05	0.000157957	5.40487e-05	5.82707e-05	0.000107937	0	9.65083e-05	8.91728e-05	3.7227e-05	0.000103776	0.000442849	0.000218121	6.49254e-05	1.60165e-05	6.20476e-05	0.000372899	5.38012e-06	0.000140124	3.83121e-05	7.83641e-05	3.82438e-05	9.89614e-05	2.37054e-05	8.44623e-05	1.60365e-05	4.24226e-05	0.000179646	8.68581e-06	3.5161e-05	8.53757e-06	4.35504e-05	9.68122e-05	5.5805e-05	5.16404e-05	0.000210909	7.0648e-05	0.00014151	2.97803e-05	0.000103353	7.99509e-05	0.000218556	2.1176e-05	0.000128327	2.89634e-05	4.68602e-05	6.94991e-05	3.92601e-05	0.000185403	5.9624e-05	0.00015316	2.68215e-05	4.0638e-05
DNA ligase (NAD(+)) (6.5.1.2)	0.00188613	0.00138365	0.00152987	0.00149532	0.00125989	0.00151257	0.00137621	0.00165329	0.00134597	0.00184016	0.00204408	0.00196694	0.00152434	0.00164047	0.00164777	0.00115371	0.00156566	0.00148892	0.0015976	0.00200018	0.00179213	0.00152434	0.002137	0.00202601	0.00148561	0.00200933	0.00161388	0.00173877	0.00172261	0.00142291	0.00164831	0.00162271	0.00192694	0.00206735	0.00142912	0.00190023	0.00198116	0.00201716	0.00159078	0.00203376	0.0019545	0.00295558	0.00220411	0.00207571	0.00219249	0.00165699	0.00256431	0.00183427	0.00193242	0.00184027	0.00170711	0.0020527	0.00162804	0.00170086	0.00177408	0.00308436	0.00207697	0.0014887	0.0022708	0.00199344	0.00169155	0.00145457	0.00196048	0.00165016	0.00181616	0.00187068	0.00192377	0.0025677	0.00186134	0.00186022	0.00174823
RNA 3'-terminal-phosphate cyclase (ATP) (6.5.1.4)	0.000177673	0.000160626	2.98443e-06	5.41103e-05	2.12693e-05	0.00020371	4.46564e-05	5.46057e-05	0.000111429	3.16299e-05	0.000835507	9.99642e-05	5.60767e-06	8.92488e-05	3.00422e-05	2.94191e-05	0.000141504	0.000170514	0.000168179	8.04183e-05	0.000239801	1.65585e-05	1.72697e-05	7.74179e-06	4.06651e-05	2.17041e-05	0	9.23422e-05	0.000157572	4.84012e-05	1.95842e-05	3.88257e-05	9.71362e-06	1.62344e-05	4.50664e-06	0.000477789	0.000124644	4.28267e-05	7.53133e-06	0.000161135	0.000147975	7.30734e-06	5.76945e-05	0.000259792	0.000583877	1.12227e-05	0.000385123	9.49517e-05	1.91379e-05	4.4605e-06	6.92593e-06	6.49426e-06	9.87109e-06	9.20401e-05	3.47321e-06	2.76839e-05	1.14502e-05	7.23266e-06	7.57741e-07	4.43045e-06	8.44035e-05	4.37482e-05	0.00010413	4.36647e-05	1.06156e-05	0	2.3378e-05	1.09896e-05	0.000224335	0	1.41537e-06
Proton-translocating NAD(P)(+) transhydrogenase (7.1.1.1)	8.72677e-05	1.8116e-05	4.66009e-07	0.000187296	3.36259e-05	0.000315989	5.3937e-05	2.20027e-05	0.000107902	0.000158704	7.59175e-05	0.000266039	3.70308e-07	6.87078e-05	3.23628e-05	2.43157e-06	5.98642e-05	0.000128961	0.000170157	2.52862e-05	0.00015302	6.24865e-05	6.0675e-06	5.70543e-07	6.927e-05	6.12725e-05	2.52927e-05	4.17668e-05	5.54641e-05	5.40471e-05	6.86421e-05	0.000218224	0.000236464	0.000188365	0	0.000142636	3.11824e-05	7.50001e-05	2.93788e-05	5.28115e-05	0.000279904	0.000244456	0.000280858	0.000177796	7.47813e-05	5.86371e-05	0.000195928	0.000325892	6.17308e-06	2.71062e-06	3.01675e-06	8.62715e-07	2.02975e-05	2.04626e-05	0	2.54227e-05	6.8047e-06	9.34818e-05	2.52142e-05	6.51785e-06	1.26453e-05	7.4654e-05	0.00010675	1.23001e-05	6.55013e-06	1.46521e-05	9.29051e-06	7.76351e-05	7.13374e-05	2.1303e-05	4.15918e-06
Ubiquinol oxidase (electrogenic, proton-motive force generating) (7.1.1.7)	2.90429e-05	1.81535e-05	9.63828e-07	5.3495e-05	1.16443e-05	7.82064e-05	6.12673e-06	1.59199e-05	4.56778e-05	2.09351e-05	0.000131343	9.76243e-05	0	2.5732e-05	7.78723e-06	4.47718e-06	4.1123e-05	2.69454e-05	2.37912e-05	4.35288e-05	0.000142853	2.55182e-06	1.11283e-05	3.04157e-06	3.42155e-05	6.33652e-06	0	2.33982e-05	2.16925e-05	1.38537e-05	1.13846e-05	2.94294e-05	0.000282742	8.84398e-05	2.82799e-05	0.000136362	3.36598e-05	4.1727e-05	2.21539e-05	4.35281e-05	2.76573e-05	0.000139197	0.000150572	6.95838e-05	0.000110923	3.94933e-06	0.000196425	5.56425e-05	3.56039e-06	2.65306e-06	4.25601e-06	0	3.34179e-06	2.92209e-05	0	5.47026e-06	5.33707e-06	1.45643e-06	3.95449e-07	0	2.54592e-05	5.72443e-05	6.7332e-05	1.27883e-05	4.38982e-06	8.75544e-07	9.6697e-06	8.65782e-07	0.00011803	5.51102e-06	0
H(+)-transporting two-sector ATPase (7.1.2.2)	0.00451588	0.00411773	0.00490518	0.00248938	0.00422935	0.0018886	0.00413758	0.00389435	0.00326266	0.00502204	0.0024894	0.00311913	0.00440084	0.00448712	0.00477584	0.00419334	0.00334098	0.00336753	0.00325253	0.00656631	0.00408318	0.00635236	0.00539973	0.00569948	0.00288484	0.0050754	0.0048469	0.0036948	0.00375765	0.00369311	0.00622414	0.0048799	0.0046346	0.00436081	0.0043307	0.0026139	0.00426467	0.00482681	0.00472274	0.00542475	0.00544696	0.00523101	0.00121656	0.00504227	0.00343419	0.00598647	0.00364833	0.00376079	0.00828655	0.00645467	0.00568855	0.00687546	0.00643277	0.00530171	0.00667519	0.00637883	0.00694041	0.0055463	0.00733521	0.00582355	0.00489065	0.00407602	0.00584793	0.00514863	0.00555539	0.00655098	0.00577447	0.00581025	0.00515276	0.00683581	0.00659338
